,XLY,XLP,XLE,XLF,XLV,XLI,XLB,XLK,XLU,10 YR
2009-03-10,17.13,19.79,40.88,7.19,22.67,13.297,19.27,13.96,23.08,2.99
2009-03-11,17.34,19.7399,40.64,7.4,22.25,13.426,19.77,14.31,23.02,2.95
2009-03-12,18.01,20.26,41.9,8.14,23.36,13.861,20.26,14.72,23.32,2.89
2009-03-13,18.18,20.61,41.5,8.21,24.15,13.885,20.4,14.71,23.62,2.89
2009-03-16,17.9,20.88,42.07,8.03,23.88,14.038,20.71,14.55,24.32,2.97
2009-03-17,18.65,21.21,43.48,8.56,24.27,14.448,20.84,15.07,24.68,3.02
2009-03-18,19.26,21.08,43.95,9.43,24.27,14.722,21.43,15.3,25.47,2.51
2009-03-19,19.04,20.8,44.97,8.68,23.69,14.577,21.73,15.36,25.81,2.61
2009-03-20,18.5,20.6,42.96,8.15,23.56,14.16,21.12,15.02,25.34,2.65
2009-03-23,19.86,21.46,46.48,9.55,24.48,15.185,22.4,15.93,26.35,2.68
2009-03-24,19.6,21.37,45.45,8.96,24.1,15.063,22.34,15.67,25.84,2.68
2009-03-25,19.81,21.58,45.45,9.43,24.26,15.185,22.53,15.75,25.73,2.81
2009-03-26,20.62,21.78,45.83,9.45,24.55,16.0,23.45,16.17,26.0701,2.76
2009-03-27,20.14,21.5999,44.47,9.15,24.37,15.698,22.92,15.84,25.77,2.78
2009-03-30,19.5,21.1222,42.8,8.34,24.18,14.917,22.08,15.3854,25.28,2.73
2009-03-31,19.56,21.04,42.44,8.83,24.23,15.006,22.15,15.62,25.55,2.71
2009-04-01,20.04,21.39,43.36,9.048,24.22,15.34,22.73,15.99,25.69,2.68
2009-04-02,21.11,21.9,45.13,9.31,24.3,16.163,23.51,16.49,26.01,2.77
2009-04-03,21.41,21.83,45.97,9.69,23.9,16.179,23.82,16.73,26.16,2.91
2009-04-06,21.13,21.85,45.14,9.44,24.07,16.22,23.38,16.56,25.89,2.95
2009-04-07,20.46,21.44,43.73,9.14,23.85,15.755,22.58,16.11,25.73,2.93
2009-04-08,21.13,21.66,44.34,9.218,24.05,15.894,22.91,16.36,26.07,2.86
2009-04-09,21.95,21.71,45.55,10.64,24.18,16.676,23.94,16.82,26.09,2.96
2009-04-13,21.9,21.61,45.1,11.14,24.3,16.724,24.2,16.75,25.73,2.88
2009-04-14,21.43,21.32,44.93,10.35,24.23,16.48,23.68,16.55,25.37,2.8
2009-04-15,21.51,21.66,45.0,10.86,24.42,16.635,24.22,16.51,25.69,2.82
2009-04-16,22.26,21.97,45.25,10.96,24.49,17.197,24.37,17.0,25.77,2.86
2009-04-17,22.5418,22.05,45.76,11.11,24.75,17.189,24.49,16.98,25.81,2.98
2009-04-20,21.63,21.67,43.48,9.88,24.21,16.431,23.31,16.43,25.5,2.88
2009-04-21,22.04,21.83,44.43,10.6,24.04,16.83,23.828,16.71,25.58,2.94
2009-04-22,22.24,21.59,44.02,10.24,23.72,17.091,23.95,16.76,25.3,2.98
2009-04-23,22.27,21.55,44.79,10.679,23.75,17.278,24.01,16.84,25.36,2.96
2009-04-24,22.83,21.58,46.1,10.93,23.8,17.636,25.11,17.16,25.35,3.03
2009-04-27,22.47,21.63,45.12,10.63,24.01,17.286,24.58,17.03,25.55,2.95
2009-04-28,22.5,21.67,45.3,10.42,24.06,17.083,24.35,16.99,25.63,3.05
2009-04-29,22.97,22.02,46.57,10.85,24.19,17.653,24.93,17.22,25.83,3.12
2009-04-30,23.26,21.99,45.72,10.78,24.17,17.718,25.68,17.28,25.84,3.16
2009-05-01,23.1599,22.06,47.27,10.64,24.1,17.913,25.73,17.43,26.52,3.21
2009-05-04,23.93,22.44,49.12,11.73,24.63,18.499,27.19,17.77,26.95,3.19
2009-05-05,23.94,22.25,48.49,11.55,24.81,18.556,27.02,17.71,26.87,3.2
2009-05-06,24.24,22.4,50.35,12.48,24.66,18.85,27.12,17.79,26.72,3.18
2009-05-07,23.7,22.48,49.706,12.13,25.21,18.467,26.23,17.14,26.85,3.29
2009-05-08,23.94,22.7,51.87,13.03,25.49,19.143,26.93,17.15,27.3,3.29
2009-05-11,23.5,22.57,50.28,12.25,25.2,18.573,26.42,17.17,27.16,3.17
2009-05-12,22.99,22.8104,50.58,11.99,25.58,18.369,26.69,17.1,27.3202,3.17
2009-05-13,22.25,22.56,48.89,11.38,25.53,17.612,25.52,16.69,26.61,3.11
2009-05-14,22.33,22.59,49.07,11.78,25.55,17.742,25.78,16.86,26.54,3.1
2009-05-15,22.22,22.49,47.98,11.54,25.27,17.75,25.81,16.86,25.95,3.14
2009-05-18,23.19,22.92,49.68,12.3,25.55,18.402,26.63,17.23,25.93,3.22
2009-05-19,23.13,22.94,49.9,12.06,25.4,18.263,26.87,17.33,26.42,3.25
2009-05-20,22.91,22.98,50.03,11.73,25.47,18.28,27.0,17.2,25.92,3.19
2009-05-21,22.36,22.8,48.51,11.758,25.27,17.726,26.32,16.89,25.62,3.35
2009-05-22,22.49,22.94,48.64,11.65,25.19,17.661,26.4,16.86,25.84,3.45
2009-05-26,23.33,23.18,49.7,12.05,25.59,18.304,26.83,17.39,26.53,3.5
2009-05-27,22.8,22.7,49.16,11.64,25.25,17.71,25.97,17.23,26.04,3.71
2009-05-28,22.72,22.89,50.75,12.02,25.4,17.881,26.34,17.46,26.56,3.67
2009-05-29,23.1,23.1,51.62,12.27,25.82,18.312,27.16,17.65,26.77,3.47
2009-06-01,24.2,23.62,53.61,12.38,25.95,19.159,27.96,18.17,27.62,3.71
2009-06-02,24.4,23.84,53.42,12.17,26.21,19.192,28.31,18.08,27.3,3.65
2009-06-03,24.16,23.73,51.31,12.01,26.08,18.817,27.37,17.96,26.86,3.56
2009-06-04,24.1,23.71,52.49,12.41,25.74,19.159,27.91,18.18,27.09,3.72
2009-06-05,24.04,23.66,52.11,12.31,25.78,19.322,27.58,18.3,27.15,3.84
2009-06-08,24.19,23.69,52.02,12.4,25.44,19.371,27.36,18.22,26.96,3.91
2009-06-09,24.35,23.52,52.52,12.49,25.38,19.33,27.94,18.31,26.87,3.86
2009-06-10,24.08,23.35,52.99,12.3,25.29,19.208,27.98,18.36,27.27,3.98
2009-06-11,23.86,23.37,53.95,12.41,25.54,19.175,28.38,18.47,27.81,3.88
2009-06-12,23.89,23.5,53.49,12.5,25.63,19.208,27.99,18.42,28.19,3.81
2009-06-15,23.37,23.0,52.09,12.14,24.92,18.622,27.08,18.19,27.61,3.76
2009-06-16,22.85,22.74,50.99,11.94,24.98,18.28,26.39,17.96,27.5,3.67
2009-06-17,23.1,22.84,50.09,11.63,25.51,18.141,26.11,18.07,27.49,3.68
2009-06-18,23.0,23.26,49.94,11.9,26.03,18.157,26.27,18.0,28.1,3.86
2009-06-19,23.14,22.89,49.18,12.05,26.07,18.22,26.08,18.09,27.44,3.79
2009-06-22,22.44,22.79,46.71,11.34,25.57,17.612,24.77,17.65,27.44,3.72
2009-06-23,22.28,22.7,47.07,11.5,25.52,17.448,25.13,17.66,27.2,3.65
2009-06-24,22.45,22.77,47.17,11.64,25.71,17.563,25.34,17.91,27.37,3.72
2009-06-25,23.1,23.09,48.22,11.86,26.39,18.105,25.87,18.2,27.85,3.55
2009-06-26,22.96,23.03,47.82,11.91,26.38,18.031,25.85,18.18,27.72,3.52
2009-06-29,23.23,23.22,48.39,12.06,26.53,18.212,26.07,18.31,28.1,3.51
2009-06-30,23.11,23.0,48.05,11.95,26.36,18.023,25.77,18.19,27.91,3.53
2009-07-01,23.21,23.41,48.07,11.88,26.37,18.097,25.84,18.25,28.28,3.55
2009-07-02,22.39,22.98,46.2,11.48,25.7594,17.53,25.15,17.88,27.43,3.51
2009-07-06,22.39,23.35,45.68,11.49,25.95,17.539,24.96,17.8,27.62,3.52
2009-07-07,21.84,23.09,44.49,11.28,25.89,16.94,24.31,17.35,27.04,3.47
2009-07-08,21.98,23.18,44.52,11.09,26.07,16.874,24.25,17.36,26.98,3.33
2009-07-09,22.11,23.02,45.04,11.24,25.76,17.03,24.45,17.44,27.02,3.44
2009-07-10,22.07,22.93,44.64,11.08,25.66,17.005,24.33,17.5,26.94,3.32
2009-07-13,22.46,23.28,45.35,11.81,26.07,17.44,25.02,17.83,27.37,3.38
2009-07-14,22.83,23.37,45.98,11.77,26.2,17.695,25.22,17.88,27.59,3.5
2009-07-15,23.45,23.77,47.63,12.25,26.43,18.244,26.2,18.54,28.11,3.63
2009-07-16,23.74,23.86,48.17,12.23,26.61,18.581,26.5301,18.8,28.18,3.59
2009-07-17,23.77,23.93,48.47,12.14,26.51,18.368,26.63,18.97,27.99,3.67
2009-07-20,24.31,23.98,49.31,12.24,26.61,18.737,27.18,19.15,28.211,3.61
2009-07-21,24.25,23.98,49.76,12.15,27.0,18.745,27.53,19.27,28.54,3.5
2009-07-22,24.46,23.98,49.24,12.14,26.86,18.803,27.65,19.38,28.37,3.58
2009-07-23,25.02,24.3,50.69,12.47,27.46,19.196,28.51,19.76,29.1,3.72
2009-07-24,25.0,24.48,51.21,12.44,27.89,19.213,28.72,19.68,29.53,3.7
2009-07-27,25.07,24.46,51.4,12.63,27.9289,19.32,28.82,19.63,29.488,3.75
2009-07-28,25.05,24.45,50.56,12.57,27.98,19.303,28.61,19.68,28.99,3.72
2009-07-29,24.84,24.58,49.44,12.59,28.07,19.213,28.0,19.66,28.9,3.69
2009-07-30,25.25,24.59,50.148,12.88,28.09,19.525,28.76,19.77,29.28,3.67
2009-07-31,25.33,24.54,50.56,12.99,27.91,19.599,29.1,19.7005,28.99,3.52
2009-08-03,25.77,24.57,51.92,13.35,28.06,20.03,30.09,19.95,29.2,3.66
2009-08-04,25.86,24.59,51.81,13.61,28.05,20.17,30.04,19.93,28.85,3.7
2009-08-05,25.7,24.37,51.29,14.08,27.739,20.01,30.25,19.74,28.58,3.8
2009-08-06,25.7,24.16,50.88,13.98,27.47,20.12,30.08,19.61,28.7,3.79
2009-08-07,26.52,24.25,50.8799,14.35,27.67,20.62,30.25,19.77,28.91,3.89
2009-08-10,26.24,24.33,51.1,14.27,27.89,20.42,29.78,19.66,29.0,3.8
2009-08-11,25.96,24.26,50.28,13.76,27.8399,20.15,29.7,19.45,28.93,3.71
2009-08-12,26.18,24.29,50.85,14.03,27.93,20.5,29.97,19.79,29.12,3.72
2009-08-13,26.24,24.39,51.47,14.31,27.96,20.59,30.62,19.93,29.07,3.59
2009-08-14,25.83,24.36,50.68,14.25,27.87,20.3,29.8,19.74,29.06,3.55
2009-08-17,25.03,24.12,49.09,13.65,27.87,19.697,28.67,19.24,28.69,3.48
2009-08-18,25.35,24.2,49.59,13.92,27.82,19.935,29.1,19.5,28.73,3.51
2009-08-19,25.62,24.36,50.48,13.91,28.18,19.993,29.44,19.59,28.92,3.45
2009-08-20,25.82,24.51,50.93,14.26,28.36,20.24,29.52,19.81,29.1,3.42
2009-08-21,26.33,24.77,52.36,14.55,28.69,20.76,30.29,20.09,29.69,3.56
2009-08-24,26.1,24.77,53.03,14.44,28.83,20.81,30.04,20.09,29.74,3.48
2009-08-25,26.42,24.81,52.23,14.59,28.9,20.92,29.97,20.1,29.59,3.45
2009-08-26,26.55,24.91,52.45,14.58,28.86,20.71,29.84,20.17,29.58,3.44
2009-08-27,26.63,24.85,52.27,14.73,28.89,20.9,30.01,20.22,29.52,3.47
2009-08-28,26.63,24.75,52.13,14.76,28.65,20.78,30.18,20.24,29.52,3.46
2009-08-31,26.18,24.85,51.16,14.69,28.6,20.53,29.8,20.05,29.22,3.4
2009-09-01,25.662,24.58,50.26,13.92,28.18,20.19,28.97,19.62,28.99,3.38
2009-09-02,25.53,24.59,49.94,13.78,28.18,20.11,29.13,19.63,28.77,3.29
2009-09-03,25.87,24.691,50.22,14.1,28.15,20.37,29.63,19.72,28.85,3.33
2009-09-04,26.3,24.87,51.0,14.21,28.53,20.77,30.03,20.06,28.93,3.45
2009-09-08,26.53,25.07,52.39,14.3,28.41,20.95,30.44,20.2,29.01,3.47
2009-09-09,26.84,25.06,52.48,14.518,28.692,21.31,30.62,20.35,28.98,3.48
2009-09-10,27.21,25.24,53.44,14.64,28.88,21.49,30.81,20.66,29.0,3.36
2009-09-11,27.09,25.32,53.6,14.54,28.89,21.63,30.76,20.66,28.91,3.34
2009-09-14,27.19,25.3,53.97,14.72,29.02,21.83,31.19,20.64,29.33,3.42
2009-09-15,27.33,25.13,54.54,14.75,28.81,22.09,31.91,20.76,29.552,3.47
2009-09-16,27.85,25.3,55.86,15.26,28.98,22.37,32.32,20.93,30.01,3.48
2009-09-17,27.76,25.28,55.59,15.21,29.01,22.41,32.16,20.87,29.87,3.42
2009-09-18,27.82,25.36,55.2,15.1402,28.81,22.31,31.99,20.87,29.65,3.49
2009-09-21,27.71,25.35,54.73,15.0,29.01,22.17,31.73,20.82,29.53,3.49
2009-09-22,27.79,25.37,55.6,15.34,28.92,22.44,32.07,20.87,29.47,3.46
2009-09-23,27.41,25.39,54.42,15.03,28.6,22.25,31.46,20.86,29.36,3.44
2009-09-24,27.16,25.27,53.6,14.76,28.52,21.89,30.82,20.75,29.3,3.4
2009-09-25,26.96,25.21,53.54,14.6,28.49,21.58,30.49,20.61,29.228,3.34
2009-09-28,27.47,25.31,54.42,15.09,28.87,22.03,31.09,20.9681,29.48,3.31
2009-09-29,27.6,25.46,54.23,15.01,28.85,21.98,31.14,20.81,29.56,3.31
2009-09-30,27.46,25.48,53.88,14.91,28.68,21.75,30.93,20.82,29.27,3.31
2009-10-01,26.85,25.24,52.31,14.28,28.24,21.21,29.76,20.27,28.78,3.21
2009-10-02,26.49,25.32,51.93,14.28,28.18,20.94,29.57,20.21,28.52,3.24
2009-10-05,26.96,25.38,53.15,14.7425,28.29,21.36,30.16,20.39,28.88,3.24
2009-10-06,27.372,25.612,54.4,14.93,28.53,21.57,30.74,20.76,29.08,3.27
2009-10-07,27.39,25.69,54.75,15.1,28.6,21.49,30.81,20.76,29.03,3.21
2009-10-08,27.81,25.88,56.16,15.11,28.58,21.87,31.44,20.81,29.09,3.27
2009-10-09,27.81,25.93,56.21,15.24,28.88,21.93,31.54,21.0,29.27,3.4
2009-10-13,27.98,25.94,56.96,15.21,28.75,21.9,31.77,21.08,29.29,3.34
2009-10-14,28.4,26.05,57.96,15.74,29.15,22.54,32.4,21.35,29.38,3.45
2009-10-15,28.42,26.26,59.17,15.6,29.31,22.5,32.54,21.32,29.61,3.49
2009-10-16,28.3,26.39,59.01,15.21,29.22,22.35,32.07,21.132,29.71,3.43
2009-10-19,28.65,26.53,59.8,15.28,29.48,22.59,32.51,21.34,30.12,3.41
2009-10-20,28.34,26.52,59.37,15.17,29.2,22.43,32.19,21.32,29.79,3.35
2009-10-21,27.94,26.28,59.17,14.889,28.83,22.27,31.76,21.28,29.84,3.42
2009-10-22,28.4,26.36,59.48,15.32,29.01,22.43,32.19,21.39,29.92,3.44
2009-10-23,28.22,26.07,58.27,15.1,28.71,22.03,31.53,21.3,29.45,3.51
2009-10-26,28.07,25.88,57.34,14.72,28.42,21.86,30.77,21.2,29.04,3.59
2009-10-27,27.59,25.92,57.83,14.6,28.55,21.56,30.49,21.06,28.95,3.49
2009-10-28,26.83,25.81,55.93,14.14,28.21,21.12,29.54,20.78,28.66,3.44
2009-10-29,27.53,26.24,57.45,14.74,28.46,21.62,30.44,21.15,28.95,3.53
2009-10-30,26.79,25.8,55.32,14.04,28.05,20.89,29.27,20.63,28.4,3.41
2009-11-02,27.06,26.08,55.58,14.16,28.19,21.13,29.59,20.71,28.32,3.45
2009-11-03,27.12,25.91,56.38,14.21,28.2,21.49,29.91,20.64,28.27,3.5
2009-11-04,27.09,26.03,56.32,14.01,28.58,21.45,29.88,20.78,28.48,3.57
2009-11-05,27.79,26.13,57.25,14.38,29.03,22.0,30.62,21.21,28.95,3.57
2009-11-06,28.07,26.22,57.07,14.31,29.18,22.2,30.7,21.25,28.9,3.54
2009-11-09,28.7199,26.62,58.19,14.82,29.66,22.76,31.67,21.73,29.43,3.52
2009-11-10,28.72,26.62,58.17,14.78,29.82,22.63,31.78,21.7,29.56,3.5
2009-11-12,28.55,26.55,56.94,14.7,29.71,22.54,31.89,21.73,29.11,3.45
2009-11-13,29.0,26.72,57.3,14.67,29.77,22.71,32.03,21.89,29.34,3.43
2009-11-16,29.48,26.92,58.77,14.83,30.18,23.23,32.76,22.11,29.74,3.33
2009-11-17,29.2749,26.97,58.67,14.85,30.19,23.19,33.05,22.23,29.61,3.33
2009-11-18,29.17,26.98,58.43,14.98,30.33,23.07,33.031,22.1299,29.5,3.36
2009-11-19,28.85,26.86,57.09,14.69,30.16,22.72,32.53,21.82,29.1387,3.35
2009-11-20,28.69,26.88,56.54,14.61,30.37,22.68,32.48,21.69,29.22,3.36
2009-11-23,28.93,27.14,57.36,14.81,30.66,23.09,32.76,22.06,29.61,3.37
2009-11-24,28.9,27.17,57.63,14.7,30.91,22.9,32.7,22.01,29.73,3.32
2009-11-25,29.17,27.14,58.21,14.66,31.07,23.09,33.16,22.05,30.009,3.28
2009-11-27,28.78,26.88,56.8,14.26,30.77,22.64,32.37,21.74,29.52,3.21
2009-11-30,28.66,26.76,56.84,14.67,30.68,22.72,32.58,21.77,29.76,3.21
2009-12-01,29.06,27.09,57.68,14.67,31.08,23.09,33.09,22.07,30.31,3.28
2009-12-02,29.14,27.11,57.23,14.67,31.16,23.02,33.46,22.08,30.71,3.32
2009-12-03,28.95,26.91,56.36,14.38,30.98,22.92,32.91,22.06,30.79,3.39
2009-12-04,29.14,27.03,55.94,14.61,30.98,23.26,32.56,22.21,30.65,3.48
2009-12-07,29.27,27.04,55.79,14.39,30.95,23.18,32.58,22.18,30.9096,3.44
2009-12-08,29.03,26.71,54.8,14.26,30.73,22.83,32.05,22.01,30.79,3.4
2009-12-09,29.01,26.76,54.87,14.31,30.91,22.93,32.44,22.17,30.9,3.45
2009-12-10,29.43,26.87,55.49,14.2801,31.27,23.03,32.36,22.29,31.27,3.49
2009-12-11,29.76,26.99,55.56,14.38,31.3,23.26,32.45,22.25,31.81,3.55
2009-12-14,29.98,27.09,56.09,14.46,31.58,23.58,32.89,22.42,31.92,3.56
2009-12-15,29.91,26.96,56.26,14.23,31.56,23.51,32.54,22.27,31.81,3.6
2009-12-16,29.95,26.86,56.68,14.33,31.44,23.41,32.89,22.34,31.67,3.61
2009-12-17,29.61,26.53,56.23,14.07,31.15,23.16,32.17,22.1,31.5,3.5
2009-12-18,29.59,26.218,56.16,14.22,31.1,23.18,32.03,22.34,31.29,3.55
2009-12-21,29.97,26.42,56.83,14.41,31.4,23.35,32.44,22.54,31.41,3.69
2009-12-22,29.99,26.53,57.09,14.47,31.49,23.38,32.64,22.67,31.18,3.76
2009-12-23,30.13,26.61,57.53,14.41,31.48,23.42,33.12,22.7991,31.21,3.77
2009-12-24,30.17,26.6849,57.81,14.52,31.46,23.51,33.39,23.0,31.46,3.82
2009-12-28,30.15,26.76,57.93,14.49,31.61,23.47,33.46,23.08,31.52,3.85
2009-12-29,30.21,26.78,57.5,14.43,31.56,23.53,33.41,23.04,31.49,3.82
2009-12-30,30.09,26.75,57.43,14.44,31.51,23.42,33.47,23.13,31.5,3.8
2009-12-31,29.81,26.44,56.97,14.39,31.14,23.13,33.04,22.89,31.03,3.85
2010-01-04,30.0,26.72,58.78,14.69,31.6,23.57,33.98,23.24,31.1,3.85
2010-01-05,30.12,26.69,59.36,14.94,31.41,23.65,34.14,23.24,30.74,3.77
2010-01-06,30.13,26.66,60.02,14.99,31.57,23.7,34.64,22.99,30.9,3.85
2010-01-07,30.39,26.66,59.9,15.31,31.7,23.96,34.49,22.89,30.75,3.85
2010-01-08,30.38,26.55,60.31,15.22,31.78,24.34,34.87,23.04,30.71,3.83
2010-01-11,30.34,26.6491,60.2,15.23,31.92,24.61,34.78,22.96,31.06,3.85
2010-01-12,29.96,26.77,59.3,15.0,31.73,24.41,34.11,22.7,30.92,3.74
2010-01-13,30.26,26.96,59.64,15.17,32.16,24.51,34.46,22.9,31.21,3.8
2010-01-14,30.27,26.94,59.75,15.26,32.43,24.51,34.1,22.98,31.12,3.76
2010-01-15,30.01,26.75,59.22,14.94,32.25,24.19,33.76,22.68,30.91,3.7
2010-01-19,30.35,26.94,59.85,15.12,32.94,24.46,34.29,23.03,31.26,3.73
2010-01-20,29.97,26.74,58.86,15.1,32.74,24.08,33.78,22.68,30.94,3.68
2010-01-21,29.6,26.34,57.63,14.67,32.01,23.53,32.3,22.47,30.49,3.62
2010-01-22,29.05,26.27,56.22,14.19,31.64,23.17,31.58,21.67,29.85,3.62
2010-01-25,29.15,26.32,56.65,14.25,31.65,23.32,31.84,21.84,30.01,3.66
2010-01-26,29.18,26.34,56.35,14.02,31.49,23.22,31.47,21.81,30.13,3.65
2010-01-27,29.3,26.36,56.04,14.34,31.7,23.28,31.23,21.93,29.97,3.66
2010-01-28,29.09,26.3,55.46,14.29,31.47,23.02,30.65,21.35,29.7,3.68
2010-01-29,28.92,26.21,54.52,14.19,31.3,22.78,30.18,20.95,29.51,3.63
2010-02-01,29.26,26.43,56.24,14.41,31.44,23.13,31.31,21.24,29.71,3.68
2010-02-02,29.66,26.79,57.06,14.56,32.05,23.57,31.43,21.41,29.96,3.67
2010-02-03,29.71,26.62,56.6,14.39,31.7,23.43,31.1,21.46,29.76,3.73
2010-02-04,28.86,26.0,54.27,13.78,30.88,22.73,29.9,20.87,28.99,3.62
2010-02-05,28.73,26.01,54.23,13.96,30.82,22.63,30.44,21.07,28.89,3.59
2010-02-08,28.62,25.94,53.75,13.64,30.7,22.39,29.97,20.97,28.58,3.62
2010-02-09,29.05,26.28,54.9,13.8,30.89,22.82,30.72,21.17,28.85,3.67
2010-02-10,28.88,26.22,54.64,13.92,30.73,22.78,30.53,21.1,28.76,3.72
2010-02-11,29.22,26.45,55.62,13.94,30.94,23.13,31.03,21.33,28.92,3.73
2010-02-12,29.24,26.39,55.56,13.95,30.91,22.94,31.03,21.34,28.78,3.69
2010-02-16,29.7,26.72,56.94,14.24,31.13,23.48,31.75,21.66,29.29,3.66
2010-02-17,29.95,26.9,56.82,14.29,31.4,23.68,31.77,21.74,29.22,3.74
2010-02-18,30.12,27.08,57.14,14.37,31.51,23.9,32.13,21.88,29.38,3.79
2010-02-19,30.22,27.12,57.36,14.45,31.49,24.02,32.29,21.84,29.79,3.78
2010-02-22,30.19,27.09,56.57,14.63,31.49,24.03,32.16,21.79,29.6,3.8
2010-02-23,30.03,26.96,55.6,14.37,31.14,23.73,31.62,21.52,29.39,3.69
2010-02-24,30.43,27.13,55.98,14.62,31.38,23.97,31.58,21.72,29.41,3.7
2010-02-25,30.45,27.18,56.01,14.59,31.38,23.91,31.49,21.66,29.36,3.64
2010-02-26,30.51,27.03,56.12,14.68,31.41,24.0,31.5,21.68,29.13,3.61
2010-03-01,31.0,27.2,56.68,14.72,31.7,24.32,31.99,21.97,29.53,3.61
2010-03-02,30.9,27.32,57.16,14.77,31.83,24.36,32.29,21.928,29.66,3.62
2010-03-03,30.92,27.34,57.37,14.79,31.67,24.39,32.64,21.93,29.63,3.63
2010-03-04,31.22,27.43,57.11,14.92,31.6,24.51,32.74,22.03,29.65,3.61
2010-03-05,31.72,27.59,58.21,15.22,32.01,24.88,33.18,22.3,29.96,3.69
2010-03-08,31.85,27.49,58.06,15.25,31.85,24.77,33.14,22.41,30.01,3.72
2010-03-09,31.83,27.45,58.06,15.3,31.81,24.97,32.96,22.53,29.93,3.71
2010-03-10,31.94,27.4,58.52,15.46,31.84,25.01,32.97,22.67,29.95,3.73
2010-03-11,32.1,27.45,58.47,15.6,32.02,25.11,33.13,22.75,30.01,3.73
2010-03-12,32.2,27.48,58.51,15.54,31.88,25.27,33.33,22.77,29.83,3.71
2010-03-15,32.22,27.69,57.86,15.54,32.05,25.27,33.23,22.73,29.95,3.71
2010-03-16,32.39,27.81,58.43,15.7278,32.14,25.61,33.75,22.88,30.28,3.66
2010-03-17,32.57,27.95,59.05,15.9,32.155,25.66,33.97,22.97,30.39,3.65
2010-03-18,32.57,27.94,58.18,15.83,32.37,25.83,33.71,23.01,30.28,3.68
2010-03-19,32.32,27.77,57.26,15.6875,32.25,25.74,33.34,22.78,29.95,3.7
2010-03-22,32.75,27.92,57.14,15.78,32.47,25.82,33.77,22.98,29.77,3.67
2010-03-23,32.88,28.16,57.35,15.89,32.58,26.11,34.19,23.19,29.86,3.69
2010-03-24,32.75,27.89,57.03,15.91,32.3,25.93,34.11,23.05,29.56,3.84
2010-03-25,32.92,27.88,56.05,15.9883,32.14,25.91,33.4401,23.0875,29.3701,3.91
2010-03-26,33.08,27.91,56.09,16.0,31.91,25.98,33.7,23.04,29.43,3.86
2010-03-29,33.08,28.07,57.2,16.03,32.21,26.21,34.01,23.09,29.8,3.88
2010-03-30,33.09,28.1,57.25,15.93,32.242,26.25,34.09,23.18,29.76,3.88
2010-03-31,32.84,27.96,57.53,15.95,32.14,26.1,33.91,23.0402,29.66,3.84
2010-04-01,33.07,28.1,58.54,16.1,32.3,26.27,34.5,23.07,30.05,3.89
2010-04-05,33.47,28.11,59.59,16.26,32.22,26.46,34.91,23.32,30.22,4.01
2010-04-06,33.51,28.02,59.59,16.42,32.16,26.47,34.99,23.34,30.49,3.98
2010-04-07,33.35,27.89,58.98,16.34,32.03,26.32,34.75,23.26,30.22,3.89
2010-04-08,33.69,27.89,59.26,16.48,31.96,26.4,34.86,23.29,30.03,3.91
2010-04-09,33.98,28.05,59.85,16.54,32.09,26.55,34.94,23.49,30.2107,3.9
2010-04-12,33.98,28.08,60.04,16.61,32.03,26.61,34.79,23.55,30.31,3.87
2010-04-13,34.19,28.06,59.74,16.63,32.05,26.65,34.68,23.61,30.2,3.84
2010-04-14,34.67,28.07,60.33,17.06,31.9,27.0,34.92,23.93,30.2,3.88
2010-04-15,34.83,28.03,60.35,16.98,31.83,27.25,34.92,24.05,30.16,3.86
2010-04-16,34.35,27.93,59.32,16.35,31.65,26.81,34.31,23.72,29.83,3.79
2010-04-19,34.44,28.01,59.35,16.52,31.89,26.76,34.36,23.8,29.89,3.83
2010-04-20,34.83,28.1,60.58,16.74,31.98,27.07,34.45,23.9,30.24,3.82
2010-04-21,35.0,28.1,60.47,16.64,31.4,27.25,34.38,23.96,30.26,3.77
2010-04-22,35.6,28.08,60.57,16.74,31.01,27.5,34.68,24.0,30.37,3.8
2010-04-23,35.73,28.04,62.05,16.78,31.34,27.67,35.13,24.08,30.63,3.84
2010-04-26,35.96,27.97,61.87,16.51,31.0,27.73,35.15,24.04,30.51,3.83
2010-04-27,34.9176,27.49,60.0,15.96,30.67,27.06,33.97,23.58,29.97,3.71
2010-04-28,34.82,27.69,60.6,16.17,30.88,27.25,34.3,23.66,30.27,3.8
2010-04-29,35.55,27.79,60.68,16.56,31.28,27.87,34.57,23.88,30.31,3.76
2010-04-30,34.82,27.62,59.92,16.15,30.9,27.21,34.0,23.4,30.44,3.69
2010-05-03,35.54,27.78,60.58,16.46,31.06,27.76,34.01,23.71,30.85,3.72
2010-05-04,34.48,27.51,58.96,16.02,30.84,26.88,32.78,23.04,30.29,3.63
2010-05-05,34.0,27.6,58.0105,15.94,30.94,26.54,32.56,22.95,30.07,3.58
2010-05-06,32.72,26.88,56.009,15.25,30.09,25.66,31.47,22.2556,29.26,3.41
2010-05-07,32.16,26.74,54.98,15.1,29.71,25.09,31.09,21.73,29.09,3.45
2010-05-10,33.86,27.46,57.33,15.94,30.51,26.53,32.59,22.74,30.01,3.57
2010-05-11,33.88,27.48,56.94,15.87,30.47,26.45,32.18,22.658,30.04,3.56
2010-05-12,34.31,27.67,57.78,16.05,30.7,27.04,32.85,23.14,30.34,3.56
2010-05-13,33.59,27.54,57.32,15.77,30.41,26.62,32.43,22.87,30.17,3.55
